TIF,POI_0,POI_1,POI_2,POI_3,POI_4,POI_5,POI_6,POI_7,POI_8,POI_9,POI_10,POI_11,POI_12,POI_13
579,0.0,0.0,0.0,0.0,0.0,0.28169934667141894,0.14084967333570947,0.0,0.4225490200071284,0.0,0.0,0.0,0.0,0.0,6.0
2124,0.015545170341836608,0.10104360722193795,0.30313082166581384,0.4041744288877518,0.02331775551275491,0.04663551102550982,0.14767911824744775,0.13213394790561114,0.45080993991326157,0.007772585170918304,0.02331775551275491,0.3886292585459152,0.2409501402984674,0.22540496995663079,323.0
673,0.0,0.018461423627659294,0.42461274343616373,0.2399985071595708,0.0,0.0,0.055384270882977885,0.0,0.4615355906914823,0.03692284725531859,0.03692284725531859,0.22153708353191154,0.5538427088297788,0.0,111.0
3140,0.00834317794611557,0.03337271178446228,0.5506497444436277,0.2836680501679294,0.01668635589223114,0.05423065664975121,0.15017720303008025,0.13349084713784912,0.49224749882081864,0.03754430075752006,0.06257383459586678,0.3670998296290851,0.31286917297933386,0.32955552887156503,679.0
2504,0.03640671019680808,0.05461006529521212,0.2609147564104579,0.40047381216488886,0.030338925164006735,0.07281342039361616,0.12135570065602694,0.07281342039361616,0.39440602713208756,0.05461006529521212,0.012135570065602693,0.4672194475257037,0.1820335509840404,0.47935501759130644,435.0
2375,0.0,0.0,0.5569716761534184,0.09282861269223638,0.0,0.0,0.18565722538447277,0.0,0.0,0.0,0.0,0.0,0.2784858380767092,0.0,12.0
3807,0.0,0.0,0.1353152966943222,0.18042039559242962,0.0,0.022552549449053702,0.1353152966943222,0.022552549449053702,0.6314713845735037,0.022552549449053702,0.0,0.45105098898107404,0.29318314283769814,0.045105098898107404,86.0
4110,0.0,0.0,0.23726780310591994,0.14236068186355194,0.09490712124236797,0.0,0.09490712124236797,0.0,0.5694427274542078,0.0,0.0,0.09490712124236797,0.18981424248473594,0.09490712124236797,32.0
662,0.23856062735983122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23856062735983122,2.0
391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3897,0.027667800040921613,0.3043458004501377,0.3320136004910594,0.1660068002455297,0.0,0.055335600081843225,0.055335600081843225,0.027667800040921613,0.38734920057290256,0.0,0.11067120016368645,0.055335600081843225,0.13833900020460807,0.1660068002455297,66.0
2711,0.0,0.0,0.16795790174232636,0.0,0.0,0.02799298362372106,0.3919017707320948,0.02799298362372106,0.36390878710837377,0.3079228198609317,0.0,0.0,0.4198947543558159,0.11197193449488424,65.0
383,0.027350879294122932,0.027350879294122932,0.24615791364710637,0.0,0.054701758588245865,0.0,0.0,0.0,0.49231582729421275,0.0,0.16410527576473757,0.19145615505886052,0.5470175858824585,0.08205263788236879,67.0
1975,0.052228499924962715,0.0,0.2611424996248136,0.0,0.052228499924962715,0.20891399969985086,0.15668549977488813,0.052228499924962715,0.20891399969985086,0.0,0.052228499924962715,0.10445699984992543,0.20891399969985086,0.10445699984992543,28.0
3408,0.0,0.050090564784665635,0.4842087929184345,0.35063395349265947,0.0,0.03339370985644376,0.3339370985644376,0.06678741971288751,0.11687798449755316,0.03339370985644376,0.01669685492822188,0.20036225913866254,0.2504528239233282,0.1669685492822188,126.0
847,0.07690305758614212,0.0,0.07690305758614212,0.07690305758614212,0.0,0.23070917275842634,0.07690305758614212,0.0,0.30761223034456847,0.0,0.0,0.07690305758614212,0.15380611517228424,0.15380611517228424,16.0
2477,0.596401568399578,0.0,0.11928031367991561,0.0,0.11928031367991561,0.0,0.11928031367991561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2737,0.0,0.0,0.6393768004764144,0.0710418667196016,0.0,0.0,0.0710418667196016,0.0710418667196016,0.0,0.1420837334392032,0.2131256001588048,0.0,0.0710418667196016,0.0,18.0
932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,0.0,0.013261230384605199,0.2519633773074988,0.22544091653828838,0.0,0.07956738230763119,0.198918455769078,0.053044921538420796,0.43762060269197156,0.039783691153815595,0.039783691153815595,0.464143063461182,0.23870214692289357,0.18565722538447277,168.0
